Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
86.,28623,"1,769","14,00","20,00","34,00",29,42,"106,769"
87.,79791,"1,568","14,00","12,00","26,00",43,36,"106,568"
88.,17061,1,"16,00","20,00","36,00",38,31,"106,000"
89.,44367,2,"17,00","18,00","35,00",36,33,"106,000"
89.,41661,2,"21,00","18,00","39,00",38,27,"106,000"
91.,45843,2,"12,00","17,00","29,00",41,34,"106,000"
92.,98241,2,"14,00","15,00","29,00",31,44,"106,000"
93.,12633,"1,868","19,00","20,00","39,00",33,32,"105,868"
94.,73887,"1,868","16,00","12,00","28,00",40,36,"105,868"
95.,58635,"1,568","13,00","18,00","31,00",34,39,"105,568"
96.,83481,"1,531","10,00","18,00","28,00",35,41,"105,531"
97.,50025,2,"17,00","20,00","37,00",36,30,"105,000"
98.,73149,2,"13,00","17,00","30,00",40,33,"105,000"
99.,65769,2,"16,00","15,00","31,00",36,36,"105,000"
100.,22965,2,"18,00","22,00","40,00",38,24,"104,000"
101.,45597,2,"19,00","21,00","40,00",32,30,"104,000"
102.,90123,2,"12,00","18,00","30,00",36,36,"104,000"
103.,47073,2,"18,00","16,00","34,00",34,34,"104,000"
104.,80037,2,"13,00","15,00","28,00",40,34,"104,000"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
104.,57897,2,"16,00","15,00","31,00",38,33,"104,000"
106.,70197,"1,67","11,00","19,00","30,00",35,37,"103,670"
107.,25179,2,"14,00","20,00","34,00",33,34,"103,000"
108.,21735,2,"14,00","19,00","33,00",34,34,"103,000"
109.,89631,2,"10,00","16,00","26,00",31,44,"103,000"
110.,20259,"1,901","16,00","21,00","37,00",36,28,"102,901"
111.,42645,"1,901","13,00","20,00","33,00",39,29,"102,901"
112.,31821,"1,799","15,00","18,00","33,00",35,33,"102,799"
113.,85203,"1,769","17,00","19,00","36,00",36,29,"102,769"
114.,23211,2,"20,00","22,00","42,00",34,24,"102,000"
115.,33297,2,"17,00","20,00","37,00",36,27,"102,000"
116.,72411,2,"16,00","18,00","34,00",28,38,"102,000"
117.,32313,"1,802","18,00","15,00","33,00",29,38,"101,802"
118.,82251,"1,531","14,00","18,00","32,00",35,33,"101,531"
119.,56175,2,"17,00","20,00","37,00",35,27,"101,000"
120.,89139,2,"13,00","18,00","31,00",36,32,"101,000"
121.,56421,2,"13,00","15,00","28,00",36,35,"101,000"
122.,54945,"1,901","17,00","17,00","34,00",33,32,"100,901"
123.,65277,"1,901","14,00","19,00","33,00",42,24,"100,901"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
"18.4.2017, 20.4.2017",,,,,,,,
"Výsledky přijímacích zkoušek pro školní rok 2017/2018, které jsou zveřejněné na",,,,,,,,
"webových stránkách školy, korespondují s oficiálními výsledky ve vývěsce",,,,,,,,
"Gymnázia, Praha 5, Nad Kavalírkou 1.",,,,,,,,
N e p ř i j a t í u ch a z e č i,,,,,,,,
Zveřejněno 3.5.2017,,,,,,,,
Pořadí-,,,,,,,,
dle,,,,,,Body-,Body-,
,,Body-,Body-,Body-,Body-,český,matema-,Body-
kritérií,,ZŠ,všeob.,stud.,v+s,jazyk,tika,celkem
GNK,Kód,max 2,přehl.,předp.,max 48,max 50,max 50,max 150
123.,22719,"1,901","18,00","19,00","37,00",26,36,"100,901"
125.,42153,"1,534","15,00","20,00","35,00",29,35,"100,534"
126.,37479,2,"16,00","21,00","37,00",31,30,"100,000"
127.,95535,2,"7,00","19,00","26,00",28,44,"100,000"
128.,57159,2,"15,00","18,00","33,00",35,30,"100,000"
129.,69213,"1,802","10,00","17,00","27,00",34,37,"99,802"
130.,31329,"1,67","20,00","21,00","41,00",29,28,"99,670"
131.,32805,"1,667","13,00","17,00","30,00",33,35,"99,667"
132.,71427,2,"10,00","18,00","28,00",34,35,"99,000"
132.,77085,2,"14,00","18,00","32,00",30,35,"99,000"
134.,22473,2,"15,00","17,00","32,00",32,33,"99,000"
135.,63801,2,"14,00","16,00","30,00",37,30,"99,000"
136.,37971,"1,901","12,00","21,00","33,00",36,28,"98,901"
137.,58143,"1,901","14,00","18,00","32,00",35,30,"98,901"
138.,95289,2,"14,00","19,00","33,00",28,35,"98,000"
138.,19275,2,"17,00","19,00","36,00",33,27,"98,000"
140.,79299,2,"13,00","16,00","29,00",32,35,"98,000"
141.,39693,"1,901","12,00","19,00","31,00",38,27,"97,901"
142.,29607,"1,901","15,00","19,00","34,00",30,32,"97,901"

Výsledky přijímacího řízení do prim osmiletého studia,,,,,,,,
"Gymnázium, Praha 5, Nad Kavalírkou 1",,,,,,,,
